solver,family,trial,latency,correct,passed,latency_fail,correctness_fail,response_raw,error
gemini-2.5-flash,reasoning,26,1.0924,True,True,False,False,48,
gemini-2.5-flash,reasoning,27,1.3516,True,True,False,False,23,
gemini-2.5-flash,reasoning,28,1.1186,True,True,False,False,51,
gemini-2.5-flash,reasoning,29,1.9954,False,False,False,True,36,
gemini-2.5-flash,reasoning,30,1.0628,True,True,False,False,81,
gemini-2.5-flash,reasoning,31,1.0495,True,True,False,False,81,
gemini-2.5-flash,reasoning,32,1.2916,True,True,False,False,80,
gemini-2.5-flash,reasoning,33,1.4188,True,True,False,False,80,
gemini-2.5-flash,reasoning,34,2.0486,True,True,False,False,36,
gemini-2.5-flash,reasoning,35,1.3300,True,True,False,False,768,
gemini-2.5-flash,reasoning,36,1.4263,True,True,False,False,49,
gemini-2.5-flash,reasoning,37,2.0341,True,True,False,False,80,
gemini-2.5-flash,reasoning,38,1.3248,True,True,False,False,36,
gemini-2.5-flash,reasoning,39,1.2780,True,True,False,False,25,
gemini-2.5-flash,reasoning,40,1.4350,False,False,False,True,5,
gemini-2.5-flash,reasoning,41,1.0537,True,True,False,False,243,
gemini-2.5-flash,reasoning,42,1.8977,False,False,False,True,37,
gemini-2.5-flash,reasoning,43,2.6969,False,False,False,True,18,
gemini-2.5-flash,reasoning,44,1.3197,True,True,False,False,1280,
gemini-2.5-flash,reasoning,45,1.0412,True,True,False,False,43,
gemini-2.5-flash,reasoning,46,1.0357,True,True,False,False,32,
gemini-2.5-flash,reasoning,47,1.2361,True,True,False,False,47,
gemini-2.5-flash,reasoning,48,1.2691,True,True,False,False,24,
gemini-2.5-flash,reasoning,49,1.5291,True,True,False,False,51,
gemini-2.5-flash,reasoning,50,1.1212,True,True,False,False,45,
gemini-2.5-flash,reasoning,51,1.9379,False,False,False,True,33,
gemini-2.5-flash,reasoning,52,2.3716,False,False,False,True,8,
gemini-2.5-flash,reasoning,53,2.1295,True,True,False,False,36,
gemini-2.5-flash,reasoning,54,1.3097,True,True,False,False,162,
gemini-2.5-flash,reasoning,55,1.2295,True,True,False,False,17,
gemini-2.5-flash,reasoning,56,1.7223,False,False,False,True,13,
gemini-2.5-flash,reasoning,57,1.5436,True,True,False,False,17,
gemini-2.5-flash,reasoning,58,2.7130,False,False,False,True,35,
gemini-2.5-flash,reasoning,59,1.4311,True,True,False,False,32,
gemini-2.5-flash,reasoning,60,1.2273,True,True,False,False,49,
gemini-2.5-flash,reasoning,61,1.0430,True,True,False,False,49,
gemini-2.5-flash,reasoning,62,0.9146,True,True,False,False,22,
gemini-2.5-flash,reasoning,63,2.0424,False,False,False,True,26,
gemini-2.5-flash,reasoning,64,1.2217,True,True,False,False,25,
gemini-2.5-flash,reasoning,65,0.9177,True,True,False,False,23,
gemini-2.5-flash,reasoning,66,1.7473,False,False,False,True,16,
gemini-2.5-flash,reasoning,67,1.2047,True,True,False,False,45,
gemini-2.5-flash,reasoning,68,2.5535,False,False,False,True,20,
gemini-2.5-flash,reasoning,69,2.5643,False,False,False,True,20,
gemini-2.5-flash,reasoning,70,1.7098,True,True,False,False,162,
gemini-2.5-flash,reasoning,71,1.9490,False,False,False,True,26,
gemini-2.5-flash,reasoning,72,1.9116,True,True,False,False,49,
gemini-2.5-flash,reasoning,73,1.1494,True,True,False,False,64,
gemini-2.5-flash,reasoning,74,2.2579,True,True,False,False,27,
gemini-2.5-flash,reasoning,75,2.2081,False,False,False,True,28,
gemini-2.5-flash,reasoning,76,1.0388,True,True,False,False,52,
gemini-2.5-flash,reasoning,77,1.1202,True,True,False,False,80,
gemini-2.5-flash,reasoning,78,1.9378,False,False,False,True,27,
gemini-2.5-flash,reasoning,79,1.1198,True,True,False,False,42,
gemini-2.5-flash,reasoning,80,1.9384,True,True,False,False,36,
gemini-2.5-flash,reasoning,81,1.4264,True,True,False,False,36,
gemini-2.5-flash,reasoning,82,1.3230,True,True,False,False,31,
gemini-2.5-flash,reasoning,83,2.5544,False,False,False,True,13,
gemini-2.5-flash,reasoning,84,1.3335,True,True,False,False,28,
gemini-2.5-flash,reasoning,85,1.2366,True,True,False,False,26,
gemini-2.5-flash,reasoning,86,2.8359,True,True,False,False,1024,
gemini-2.5-flash,reasoning,87,1.4250,True,True,False,False,17,
gemini-2.5-flash,reasoning,88,1.5094,True,True,False,False,1024,
gemini-2.5-flash,reasoning,89,2.1663,False,False,False,True,14,
gemini-2.5-flash,reasoning,90,1.1155,True,True,False,False,324,
gemini-2.5-flash,reasoning,91,1.4270,True,True,False,False,81,
gemini-2.5-flash,reasoning,92,1.3147,True,True,False,False,80,
gemini-2.5-flash,reasoning,93,2.6655,False,False,False,True,14,
gemini-2.5-flash,reasoning,94,0.8118,True,True,False,False,25,
gemini-2.5-flash,reasoning,95,2.2454,False,False,False,True,26,
gemini-2.5-flash,reasoning,96,1.5289,True,True,False,False,80,
gemini-2.5-flash,reasoning,97,0.9698,True,True,False,False,29,
gemini-2.5-flash,reasoning,98,1.4691,True,True,False,False,64,
gemini-2.5-flash,reasoning,99,1.0213,True,True,False,False,39,
gemini-2.5-flash,reasoning,100,0.8963,True,True,False,False,22,
claude-sonnet-4-5-20250929,perceptual,1,2.5315,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,2,2.2870,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,3,2.2471,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,4,2.5107,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,5,2.2221,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,6,2.4659,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,7,2.2585,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,8,2.3110,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,9,2.1016,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,10,2.3742,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,11,2.0583,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,12,2.4407,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,13,1.9972,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,14,2.1113,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,15,2.3596,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,16,2.7611,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,17,2.0068,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,18,2.5594,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,19,2.3198,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,20,2.6495,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,21,2.2281,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,22,2.3255,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,23,2.1381,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,24,1.9071,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,25,3.2050,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,26,2.8080,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,27,2.3155,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,28,2.0171,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,29,2.2348,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,30,2.5588,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,31,2.0082,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,32,2.1530,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,33,2.1347,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,34,2.1257,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,35,1.8556,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,36,1.8627,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,37,2.5749,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,38,1.9264,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,39,2.0151,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,40,2.0050,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,41,1.9328,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,42,6.1372,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,43,2.2911,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,44,3.4461,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,45,1.8314,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,46,2.8281,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,47,1.9785,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,48,2.1352,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,49,2.1356,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,50,2.0298,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,51,2.2316,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,52,1.7514,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,53,2.0987,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,54,1.9222,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,55,2.7154,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,56,2.0939,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,57,2.0859,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,58,2.2240,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,59,2.2481,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,60,1.8867,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,61,2.3539,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,62,2.1624,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,63,2.2190,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,64,2.2343,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,65,2.6425,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,66,2.2379,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,67,1.8714,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,68,2.2484,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,69,2.1352,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,70,1.9802,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,71,1.8751,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,72,2.2352,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,73,1.9213,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,74,2.9518,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,75,2.1371,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,76,1.8236,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,77,2.0330,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,78,1.8270,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,79,1.9136,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,80,2.1423,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,81,2.3452,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,82,1.8190,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,83,3.0587,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,84,1.8457,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,85,2.2156,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,86,2.0418,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,87,2.1225,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,88,1.8263,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,89,2.1588,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,90,2.1671,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,91,2.8889,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,92,2.2370,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,93,2.0310,True,True,False,False,0,
claude-sonnet-4-5-20250929,perceptual,94,1.8609,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,95,1.9131,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,96,2.3098,True,True,False,False,3,
claude-sonnet-4-5-20250929,perceptual,97,2.0313,True,True,False,False,1,
claude-sonnet-4-5-20250929,perceptual,98,2.1455,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,99,2.1493,True,True,False,False,2,
claude-sonnet-4-5-20250929,perceptual,100,2.2274,True,True,False,False,1,
claude-sonnet-4-5-20250929,reasoning,1,1.6371,False,False,False,True,34,
claude-sonnet-4-5-20250929,reasoning,2,1.5744,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,3,1.6386,True,True,False,False,25,
claude-sonnet-4-5-20250929,reasoning,4,1.6847,False,False,False,True,21,
claude-sonnet-4-5-20250929,reasoning,5,1.6183,True,True,False,False,768,
claude-sonnet-4-5-20250929,reasoning,6,1.5960,True,True,False,False,1280,
claude-sonnet-4-5-20250929,reasoning,7,1.8353,True,True,False,False,162,
claude-sonnet-4-5-20250929,reasoning,8,1.4874,True,True,False,False,48,
claude-sonnet-4-5-20250929,reasoning,9,1.6215,True,True,False,False,1024,
claude-sonnet-4-5-20250929,reasoning,10,2.0675,True,True,False,False,48,
claude-sonnet-4-5-20250929,reasoning,11,1.7449,True,True,False,False,20,
claude-sonnet-4-5-20250929,reasoning,12,2.1190,False,False,False,True,22,
claude-sonnet-4-5-20250929,reasoning,13,1.5677,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,14,1.4968,True,True,False,False,32,
claude-sonnet-4-5-20250929,reasoning,15,1.6309,True,True,False,False,1024,
claude-sonnet-4-5-20250929,reasoning,16,1.7094,True,True,False,False,39,
claude-sonnet-4-5-20250929,reasoning,17,1.6026,True,True,False,False,25,
claude-sonnet-4-5-20250929,reasoning,18,1.7701,True,True,False,False,34,
claude-sonnet-4-5-20250929,reasoning,19,1.4782,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,20,1.6301,True,True,False,False,25,
claude-sonnet-4-5-20250929,reasoning,21,2.4080,True,True,False,False,81,
claude-sonnet-4-5-20250929,reasoning,22,2.6565,False,False,False,True,28,
claude-sonnet-4-5-20250929,reasoning,23,1.6733,True,True,False,False,1280,
claude-sonnet-4-5-20250929,reasoning,24,1.5289,True,True,False,False,81,
claude-sonnet-4-5-20250929,reasoning,25,1.6343,True,True,False,False,28,
claude-sonnet-4-5-20250929,reasoning,26,1.5077,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,27,1.6394,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,28,1.4782,True,True,False,False,32,
claude-sonnet-4-5-20250929,reasoning,29,2.3780,False,False,False,True,16,
claude-sonnet-4-5-20250929,reasoning,30,2.0776,False,False,False,True,4,
claude-sonnet-4-5-20250929,reasoning,31,1.6562,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,32,2.0538,True,True,False,False,81,
claude-sonnet-4-5-20250929,reasoning,33,1.6787,True,True,False,False,42,
claude-sonnet-4-5-20250929,reasoning,34,1.6602,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,35,1.4777,True,True,False,False,26,
claude-sonnet-4-5-20250929,reasoning,36,1.6093,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,37,1.4900,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,38,1.7083,False,False,False,True,2,
claude-sonnet-4-5-20250929,reasoning,39,1.4743,True,True,False,False,40,
claude-sonnet-4-5-20250929,reasoning,40,1.7014,True,True,False,False,42,
claude-sonnet-4-5-20250929,reasoning,41,1.7613,False,False,False,True,17,
claude-sonnet-4-5-20250929,reasoning,42,1.5599,True,True,False,False,49,
claude-sonnet-4-5-20250929,reasoning,43,1.6620,False,False,False,True,10,
claude-sonnet-4-5-20250929,reasoning,44,1.5212,True,True,False,False,25,
claude-sonnet-4-5-20250929,reasoning,45,1.7029,True,True,False,False,48,
claude-sonnet-4-5-20250929,reasoning,46,1.7450,True,True,False,False,768,
claude-sonnet-4-5-20250929,reasoning,47,1.5758,True,True,False,False,39,
claude-sonnet-4-5-20250929,reasoning,48,2.1003,True,True,False,False,25,
claude-sonnet-4-5-20250929,reasoning,49,2.0477,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,50,1.9613,True,True,False,False,49,
claude-sonnet-4-5-20250929,reasoning,51,1.8625,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,52,1.7693,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,53,1.6609,False,False,False,True,18,
claude-sonnet-4-5-20250929,reasoning,54,1.9131,True,True,False,False,33,
claude-sonnet-4-5-20250929,reasoning,55,1.7503,False,False,False,True,31,
claude-sonnet-4-5-20250929,reasoning,56,1.5265,False,False,False,True,20,
claude-sonnet-4-5-20250929,reasoning,57,1.6216,False,False,False,True,29,
claude-sonnet-4-5-20250929,reasoning,58,1.7022,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,59,1.5867,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,60,1.5035,False,False,False,True,20,
claude-sonnet-4-5-20250929,reasoning,61,1.7928,True,True,False,False,1024,
claude-sonnet-4-5-20250929,reasoning,62,1.6683,True,True,False,False,1280,
claude-sonnet-4-5-20250929,reasoning,63,1.6561,True,True,False,False,405,
claude-sonnet-4-5-20250929,reasoning,64,1.7023,True,True,False,False,162,
claude-sonnet-4-5-20250929,reasoning,65,1.6202,False,False,False,True,11,
claude-sonnet-4-5-20250929,reasoning,66,2.1716,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,67,1.8672,False,False,False,True,24,
claude-sonnet-4-5-20250929,reasoning,68,2.8908,True,True,False,False,49,
claude-sonnet-4-5-20250929,reasoning,69,1.7324,True,True,False,False,41,
claude-sonnet-4-5-20250929,reasoning,70,1.6114,True,True,False,False,18,
claude-sonnet-4-5-20250929,reasoning,71,1.7436,True,True,False,False,45,
claude-sonnet-4-5-20250929,reasoning,72,1.6041,False,False,False,True,27,
claude-sonnet-4-5-20250929,reasoning,73,1.6165,True,True,False,False,49,
claude-sonnet-4-5-20250929,reasoning,74,1.7048,False,False,False,True,21,
claude-sonnet-4-5-20250929,reasoning,75,1.9248,True,True,False,False,21,
claude-sonnet-4-5-20250929,reasoning,76,1.5699,False,False,False,True,21,
claude-sonnet-4-5-20250929,reasoning,77,1.8557,True,True,False,False,32,
claude-sonnet-4-5-20250929,reasoning,78,2.8072,False,False,False,True,33,
claude-sonnet-4-5-20250929,reasoning,79,1.9498,False,False,False,True,30,
claude-sonnet-4-5-20250929,reasoning,80,2.0717,True,True,False,False,35,
claude-sonnet-4-5-20250929,reasoning,81,1.5342,True,True,False,False,43,
claude-sonnet-4-5-20250929,reasoning,82,1.8921,False,False,False,True,28,
claude-sonnet-4-5-20250929,reasoning,83,1.6620,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,84,4.5643,True,True,False,False,30,
claude-sonnet-4-5-20250929,reasoning,85,1.8289,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,86,1.4824,True,True,False,False,50,
claude-sonnet-4-5-20250929,reasoning,87,1.9435,True,True,False,False,32,
claude-sonnet-4-5-20250929,reasoning,88,1.6854,True,True,False,False,36,
claude-sonnet-4-5-20250929,reasoning,89,2.0481,True,True,False,False,81,
claude-sonnet-4-5-20250929,reasoning,90,1.7636,False,False,False,True,13,
claude-sonnet-4-5-20250929,reasoning,91,1.8666,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,92,1.5061,False,False,False,True,10,
claude-sonnet-4-5-20250929,reasoning,93,1.7144,True,True,False,False,1280,
claude-sonnet-4-5-20250929,reasoning,94,1.6892,True,True,False,False,32,
claude-sonnet-4-5-20250929,reasoning,95,2.0443,True,True,False,False,243,
claude-sonnet-4-5-20250929,reasoning,96,2.2753,True,True,False,False,64,
claude-sonnet-4-5-20250929,reasoning,97,1.6616,True,True,False,False,30,
claude-sonnet-4-5-20250929,reasoning,98,1.5597,True,True,False,False,49,
claude-sonnet-4-5-20250929,reasoning,99,1.7392,True,True,False,False,30,
claude-sonnet-4-5-20250929,reasoning,100,1.5363,False,False,False,True,15,
